"092年05月05日 至 110年11月25日 除權除息計算結果表"
"資料日期","股票代號","股票名稱","除權息前收盤價","除權息參考價","權值+息值","權/息","漲停價格","跌停價格","開盤競價基準","減除股利參考價","詳細資料","最近一次申報資料 季別/日期","最近一次申報每股 (單位)淨值","最近一次申報每股 (單位)盈餘",
"110年08月12日","2890","永豐金","14.20","13.50","0.700000","息","14.85","12.15","13.50","13.50","除權息資料","110年第3季","14.16","1.14",
"110年08月12日","3305","昇貿","49.40","48.03","1.364731","息","52.80","43.25","48.05","48.03","除權息資料","110年第3季","32.23","3.69",
"110年08月12日","4572","駐龍","107.50","102.50","5.000000","息","112.50","92.30","102.50","102.50","除權息資料","110年第3季","47.60","1.08",
"110年08月12日","4916","事欣科","23.60","23.10","0.500000","息","25.40","20.80","23.10","23.10","除權息資料","110年第3季","14.89","1.17",
"110年08月12日","5203","訊連","77.30","75.03","2.262128","息","82.50","67.60","75.00","75.03","除權息資料","110年第3季","44.03","1.85",
"110年08月12日","5469","瀚宇博","46.75","44.55","2.200000","息","49.00","40.10","44.55","44.55","除權息資料","110年第3季","50.67","5.54",
"110年08月12日","6136","富爾特","17.95","16.85","1.100000","息","18.50","15.20","16.85","16.85","除權息資料","110年第3季","23.91","0.67",
"110年08月12日","6582","申豐","246.00","236.00","10.000000","息","259.50","212.50","236.00","236.00","除權息資料","110年第3季","66.55","30.26",
"110年08月12日","6670","復盛應用","208.50","201.90","6.600000","息","222.00","182.00","202.00","201.90","除權息資料","110年第3季","54.83","13.53",
"110年08月12日","8110","華東","20.80","20.60","0.200000","息","22.65","18.55","20.60","20.60","除權息資料","110年第3季","21.05","0.06",
"110年08月12日","8114","振樺電","76.40","74.90","1.500000","息","82.30","67.50","74.90","74.90","除權息資料","110年第3季","35.67","3.81",
"110年08月13日","1446","宏和","31.10","30.80","0.300000","息","33.85","27.75","30.80","30.80","除權息資料","110年第3季","11.16","-0.11",
"110年08月13日","1464","得力","17.20","16.90","0.300000","息","18.55","15.25","16.90","16.90","除權息資料","110年第3季","12.03","0.38",
"110年08月13日","1476","儒鴻","567.00","556.00","11.000000","息","611.00","501.00","556.00","556.00","除權息資料","110年第3季","72.37","14.02",
"110年08月13日","1773","勝一","154.50","135.91","18.590000","權息","149.50","122.50","136.00","135.91","除權息資料","110年第3季","31.80","6.01",
"110年08月13日","2425","承啟","27.75","27.25","0.500000","息","29.95","24.55","27.25","27.25","除權息資料","110年第3季","17.74","0.59",
"110年08月13日","2455","全新","126.00","123.41","2.590000","息","135.50","111.50","123.50","123.41","除權息資料","110年第3季","16.69","3.59",
"110年08月13日","2823","中壽","26.90","26.50","0.400000","息","29.15","23.85","26.50","26.50","除權息資料","110年第3季","35.05","5.27",
"110年08月13日","3591","艾笛森","24.50","24.18","0.319470","息","26.55","21.80","24.20","24.18","除權息資料","110年第3季","20.85","0.80",
"110年08月13日","4536","拓凱","148.00","143.00","5.000000","息","157.00","129.00","143.00","143.00","除權息資料","110年第3季","59.17","6.31",
"110年08月13日","6153","嘉聯益","28.30","27.80","0.500000","息","30.55","25.05","27.80","27.80","除權息資料","110年第3季","27.27","-0.27",
"110年08月13日","8039","台虹","52.80","50.30","2.500000","息","55.30","45.30","50.30","50.30","除權息資料","110年第3季","35.80","2.95",
"110年08月13日","9929","秋雨","10.90","10.50","0.400000","息","11.55","9.45","10.50","10.50","除權息資料","110年第3季","9.93","0.09",
"110年08月13日","9942","茂順","96.00","91.80","4.200000","息","100.50","82.70","91.80","91.80","除權息資料","110年第3季","37.06","5.18",
"110年08月16日","1104","環泥","22.65","21.55","1.100000","息","23.70","19.40","21.55","21.55","除權息資料","110年第3季","28.84","1.11",
"110年08月16日","1219","福壽","21.55","20.55","1.000000","息","22.60","18.50","20.55","20.55","除權息資料","110年第3季","13.50","0.79",
"110年08月16日","1516","川飛","20.50","19.39","1.102060","權息","21.30","17.50","19.40","19.39","除權息資料","110年第3季","11.93","0.87",
"110年08月16日","2301","光寶科","61.30","59.30","2.000000","息","65.20","53.40","59.30","59.30","除權息資料","110年第3季","30.46","4.90",
"110年08月16日","2464","盟立","43.20","41.20","2.000000","息","45.30","37.10","41.20","41.20","除權息資料","110年第3季","20.93","2.15",
"110年08月16日","2633","台灣高鐵","30.00","28.95","1.050000","息","31.80","26.10","28.95","28.95","除權息資料","110年第3季","11.88","0.48",
"110年08月16日","2891","中信金","22.80","21.75","1.050000","息","23.90","19.60","21.75","21.75","除權息資料","110年第3季","20.73","2.33",
"110年08月16日","2891B","中信金乙特","63.70","61.45","2.250000","息","67.50","55.40","61.50","61.45","除權息資料","110年第3季","20.73","2.33",
"110年08月16日","2891C","中信金丙特","62.30","60.38","1.920000","息","66.40","54.40","60.40","60.38","除權息資料","110年第3季","20.73","2.33",
"110年08月16日","2905","三商","23.20","22.20","1.000000","息","24.40","20.00","22.20","22.20","除權息資料","110年第3季","21.54","1.58",
"110年08月16日","2923","鼎固-KY","26.00","24.80","1.200000","息","27.25","22.35","24.80","24.80","除權息資料","110年第3季","29.86","0.69",
"110年08月16日","3013","晟銘電","13.00","12.70","0.300000","息","13.95","11.45","12.70","12.70","除權息資料","110年第3季","14.53","-0.52",
"110年08月16日","3130","一零四","174.00","166.20","7.800000","息","182.50","150.00","166.00","166.20","除權息資料","110年第3季","44.54","8.37",
"110年08月16日","3138","耀登","183.00","181.39","1.603433","息","199.50","163.50","181.50","181.39","除權息資料","110年第3季","26.79","4.13",
"110年08月16日","4919","新唐","130.50","129.74","0.758042","息","142.50","117.00","129.50","129.74","除權息資料","110年第3季","34.81","4.63",
"110年08月16日","5515","建國","14.10","13.30","0.800000","息","14.60","12.00","13.30","13.30","除權息資料","110年第3季","18.19","1.44",
"110年08月16日","5607","遠雄港","39.10","37.90","1.200000","息","41.65","34.15","37.90","37.90","除權息資料","110年第3季","25.16","1.71",
"110年08月16日","6191","精成科","33.95","33.14","0.803115","息","36.45","29.85","33.15","33.14","除權息資料","110年第3季","32.14","4.40",
"110年08月16日","6257","矽格","65.50","62.63","2.865627","息","68.80","56.40","62.60","62.63","除權息資料","110年第3季","31.91","4.74",
"110年08月16日","6531","愛普*","634.00","629.00","4.999460","息","691.00","567.00","629.00","629.00","除權息資料","110年第3季","28.61","10.01",
"110年08月16日","8499","鼎炫-KY","135.00","127.00","7.998455","息","139.50","114.50","127.00","127.00","除權息資料","110年第3季","60.49","10.54",
"110年08月17日",="00701","國泰股利精選30","24.64","24.39","0.250000","息","26.82","21.96","24.39","24.39","除權息資料","110年11月25日","26.39","N/A",
"110年08月17日",="00878","國泰永續高股息","18.20","17.90","0.300000","息","19.69","16.11","17.90","17.90","除權息資料","110年11月25日","18.72","N/A",
"110年08月17日",="00881","國泰台灣5G+","17.58","17.04","0.540000","息","18.74","15.34","17.04","17.04","除權息資料","110年11月25日","18.14","N/A",
"110年08月17日",="00891","中信關鍵半導體","15.52","15.27","0.250000","息","16.79","13.75","15.27","15.27","除權息資料","110年11月25日","16.57","N/A",
"110年08月17日","1324","地球","11.10","10.80","0.300000","息","11.85","9.72","10.80","10.80","除權息資料","110年第3季","12.50","-0.09",
"110年08月17日","1582","信錦","75.40","70.40","5.000000","息","77.40","63.40","70.40","70.40","除權息資料","110年第3季","45.09","1.82",
"110年08月17日","1733","五鼎","23.90","22.80","1.093693","息","25.05","20.55","22.80","22.80","除權息資料","110年第3季","16.70","1.21",
"110年08月17日","1904","正隆","39.65","37.85","1.800000","息","41.60","34.10","37.85","37.85","除權息資料","110年第3季","24.04","2.86",
"110年08月17日","2399","映泰","22.25","21.85","0.400000","息","24.00","19.70","21.85","21.85","除權息資料","110年第3季","13.18","1.54",
"110年08月17日","2401","凌陽","37.50","36.97","0.525500","息","40.65","33.30","36.95","36.97","除權息資料","110年第3季","16.17","1.37",
"110年08月17日","2501","國建","20.00","19.00","1.000000","息","20.90","17.10","19.00","19.00","除權息資料","110年第3季","20.46","-0.19",
"110年08月17日","2538","基泰","12.10","11.60","0.500000","息","12.75","10.45","11.60","11.60","除權息資料","110年第3季","13.49","-0.33",
"110年08月17日","3034","聯詠","506.00","490.40","15.600000","息","539.00","441.50","490.50","490.40","除權息資料","110年第3季","97.42","45.90",
"110年08月17日","3450","聯鈞","53.60","52.20","1.400000","息","57.40","47.00","52.20","52.20","除權息資料","110年第3季","27.18","2.10",
"110年08月17日","3645","達邁","42.25","40.75","1.499355","息","44.80","36.70","40.75","40.75","除權息資料","110年第3季","21.73","1.91",
"110年08月17日","6278","台表科","109.50","106.20","3.300000","息","116.50","95.60","106.00","106.20","除權息資料","110年第3季","50.08","8.20",
"110年08月17日","6768","志強-KY","68.00","65.00","2.999999","息","71.50","58.50","65.00","65.00","除權息資料","110年第3季","61.09","2.68",
"110年08月18日","1312","國喬","29.20","29.10","0.100000","息","32.00","26.20","29.10","29.10","除權息資料","110年第3季","36.53","5.56",
"110年08月18日","1312A","國喬特","36.30","35.60","0.700000","息","39.15","32.05","35.60","35.60","除權息資料","110年第3季","36.53","5.56",
"110年08月18日","2603","長榮","126.50","124.01","2.486602","息","136.00","112.00","124.00","124.01","除權息資料","110年第3季","46.68","30.27",
"110年08月18日","3296","勝德","21.00","20.77","0.230000","息","22.80","18.70","20.75","20.77","除權息資料","110年第3季","13.90","-0.81",
"110年08月19日",="00775B","新光投等債15+","43.13","42.81","0.320000","息","9,999.95","0.01","42.81","42.81","除權息資料","","","",
"110年08月19日","1521","大億","43.10","41.80","1.300000","息","45.95","37.65","41.80","41.80","除權息資料","110年第3季","22.60","0.86",
"110年08月19日","1522","堤維西","20.15","19.55","0.600000","息","21.50","17.60","19.55","19.55","除權息資料","110年第3季","22.62","0.23",
"110年08月19日","1723","中碳","108.00","105.20","2.800000","息","115.50","94.70","105.00","105.20","除權息資料","110年第3季","30.77","3.68",
"110年08月19日","1783","和康生","65.20","64.46","0.730742","息","70.90","58.10","64.50","64.46","除權息資料","110年第3季","14.61","1.04",
"110年08月19日","2233","宇隆","114.50","110.75","3.744339","息","121.50","99.70","111.00","110.75","除權息資料","110年第3季","49.51","7.14",
"110年08月19日","2388","威盛","49.05","48.25","0.800000","息","53.00","43.45","48.25","48.25","除權息資料","110年第3季","19.21","1.69",
"110年08月19日","2393","億光","55.50","53.25","2.250000","息","58.50","47.95","53.30","53.25","除權息資料","110年第3季","41.02","3.78",
"110年08月19日","2449","京元電子","45.00","43.00","2.000000","息","47.30","38.70","43.00","43.00","除權息資料","110年第3季","26.20","2.89",
"110年08月19日","2468","華經","13.10","12.70","0.400000","息","13.95","11.45","12.70","12.70","除權息資料","110年第3季","16.30","0.46",
"110年08月19日","2816","旺旺保","20.50","19.70","0.800000","息","21.65","17.75","19.70","19.70","除權息資料","110年第3季","27.12","1.74",
"110年08月19日","3049","和鑫","12.15","11.76","0.390000","息","12.90","10.60","11.75","11.76","除權息資料","110年第3季","12.40","0.97",
"110年08月19日","3189","景碩","172.50","171.49","1.000007","息","188.50","154.50","171.50","171.49","除權息資料","110年第3季","61.38","5.54",
"110年08月19日","5288","豐祥-KY","147.50","143.50","4.000000","息","157.50","129.50","143.50","143.50","除權息資料","110年第3季","48.69","7.45",
"110年08月19日","6155","鈞寶","24.90","24.15","0.750000","息","26.55","21.75","24.15","24.15","除權息資料","110年第3季","15.94","0.61",
"110年08月19日","6442","光聖","34.20","33.20","1.000000","息","36.50","29.90","33.20","33.20","除權息資料","110年第3季","25.63","1.08",
"110年08月19日","8473","山林水","38.85","37.85","1.000000","息","41.60","34.10","37.85","37.85","除權息資料","110年第3季","42.46","1.22",
"110年08月19日","9925","新保","39.40","37.40","2.000000","息","41.10","33.70","37.40","37.40","除權息資料","110年第3季","26.57","2.03",
"110年08月19日","9934","成霖","16.40","15.90","0.500000","息","17.45","14.35","15.90","15.90","除權息資料","110年第3季","14.64","0.38",
"110年08月20日",="00771","元大US高息特別股","19.19","19.01","0.180000","息","9,999.95","0.01","19.01","19.01","除權息資料","","","",
"110年08月20日","1231","聯華食","73.00","66.36","6.636364","權","72.90","59.80","66.40","66.36","除權息資料","110年第3季","21.31","2.70",
"110年08月20日","1423","利華","20.80","19.00","1.800000","息","20.90","17.10","19.00","19.00","除權息資料","110年第3季","21.73","0.99",
"110年08月20日","1558","伸興","159.00","149.50","9.500000","息","164.00","135.00","149.50","149.50","除權息資料","110年第3季","81.55","9.07",
"110年08月20日","2015","豐興","75.00","71.50","3.500000","息","78.60","64.40","71.50","71.50","除權息資料","110年第3季","36.02","4.85",
"110年08月20日","2241","艾姆勒","55.00","54.40","0.599700","息","59.80","49.00","54.40","54.40","除權息資料","110年第3季","18.75","-0.61",
"110年08月20日","3023","信邦","214.00","207.71","6.288125","息","228.00","187.00","207.50","207.71","除權息資料","110年第3季","41.57","8.09",
"110年08月20日","3042","晶技","111.50","107.70","3.800000","息","118.00","97.00","107.50","107.70","除權息資料","110年第3季","37.45","7.85",
"110年08月20日","4576","大銀微系統","99.00","98.70","0.300000","息","108.50","88.90","98.70","98.70","除權息資料","110年第3季","30.56","1.86",
"110年08月20日","4942","嘉彰","50.10","47.60","2.500000","息","52.30","42.85","47.60","47.60","除權息資料","110年第3季","54.07","4.98",
"110年08月20日","6409","旭隼","1,295.00","1,271.49","23.504301","息","1,395.00","1,145.00","1,270.00","1,271.49","除權息資料","110年第3季","57.31","19.87",
"110年08月20日","9933","中鼎","37.85","35.85","1.998694","息","39.40","32.30","35.85","35.85","除權息資料","110年第3季","20.62","1.37",
"110年08月23日","1210","大成","56.10","51.84","4.255340","權息","57.00","46.70","51.80","51.84","除權息資料","110年第3季","24.38","1.84",
"110年08月23日","1817","凱撒衛","37.25","35.25","2.000000","息","38.75","31.75","35.25","35.25","除權息資料","110年第3季","23.90","2.19",
"110年08月23日","2377","微星","122.50","116.40","6.100000","息","128.00","105.00","116.50","116.40","除權息資料","110年第3季","51.07","15.43",
"110年08月23日","2471","資通","24.90","23.40","1.500000","息","25.70","21.10","23.40","23.40","除權息資料","110年第3季","15.97","1.21",
"110年08月23日","2527","宏璟","27.00","25.60","1.400000","息","28.15","23.05","25.60","25.60","除權息資料","110年第3季","39.07","5.51",
"110年08月23日","2545","皇翔","43.65","39.15","4.500000","息","43.05","35.25","39.15","39.15","除權息資料","110年第3季","33.41","3.05",
"110年08月23日","2727","王品","130.50","126.13","4.364799","息","138.50","114.00","126.00","126.13","除權息資料","110年第3季","35.96","-2.43",
"110年08月23日","3045","台灣大","101.50","97.20","4.299530","息","106.50","87.50","97.20","97.20","除權息資料","110年第3季","22.17","3.02",
"110年08月23日","4119","旭富","92.40","76.58","15.816667","權息","84.20","69.00","76.60","76.58","除權息資料","110年第3季","35.12","0.79",
"110年08月23日","4560","強信-KY","41.75","40.75","1.000000","息","44.80","36.70","40.75","40.75","除權息資料","110年第3季","23.49","1.97",
"110年08月23日","6116","彩晶","17.35","16.85","0.500000","息","18.50","15.20","16.85","16.85","除權息資料","110年第3季","16.72","2.36",
"110年08月23日","6189","豐藝","40.60","37.92","2.671231","息","41.70","34.15","37.90","37.92","除權息資料","110年第3季","23.12","3.53",
"110年08月23日","6215","和椿","30.70","30.20","0.500000","息","33.20","27.20","30.20","30.20","除權息資料","110年第3季","16.75","2.84",
"110年08月23日","8163","達方","43.40","40.90","2.500000","息","44.95","36.85","40.90","40.90","除權息資料","110年第3季","32.87","2.91",
"110年08月23日","8926","台汽電","37.85","35.95","1.900000","息","39.50","32.40","35.95","35.95","除權息資料","110年第3季","19.73","1.17",
"110年08月23日","9902","台火","12.30","12.00","0.300000","息","13.20","10.80","12.00","12.00","除權息資料","110年第3季","13.33","1.07",
"110年08月23日","9921","巨大","306.00","298.00","8.000000","息","327.50","268.50","298.00","298.00","除權息資料","110年第3季","70.61","12.88",
"110年08月24日","1220","台榮","16.75","15.75","1.000000","息","17.30","14.20","15.75","15.75","除權息資料","110年第3季","13.22","0.85",
"110年08月24日","1232","大統益","162.00","156.00","6.000000","息","171.50","140.50","156.00","156.00","除權息資料","110年第3季","28.05","5.58",
"110年08月24日","1234","黑松","35.40","33.60","1.800000","息","36.95","30.25","33.60","33.60","除權息資料","110年第3季","44.49","1.34",
"110年08月24日","2107","厚生","23.95","22.45","1.500000","息","24.65","20.25","22.45","22.45","除權息資料","110年第3季","33.68","1.67",
"110年08月24日","2511","太子","12.80","12.40","0.400000","息","13.60","11.20","12.40","12.40","除權息資料","110年第3季","15.30","0.72",
"110年08月24日","2536","宏普","21.60","20.40","1.200000","息","22.40","18.40","20.40","20.40","除權息資料","110年第3季","35.30","-0.01",
"110年08月24日","3017","奇鋐","72.40","69.60","2.800000","息","76.50","62.70","69.60","69.60","除權息資料","110年第3季","32.81","6.20",
"110年08月24日","3022","威強電","47.10","45.10","2.000000","息","49.60","40.60","45.10","45.10","除權息資料","110年第3季","44.10","3.92",
"110年08月24日","3024","憶聲","12.55","12.45","0.100000","息","13.65","11.25","12.45","12.45","除權息資料","110年第3季","9.93","0.76",
"110年08月24日","3454","晶睿","76.90","74.90","2.000000","息","82.30","67.50","74.90","74.90","除權息資料","110年第3季","32.59","1.35",
"110年08月24日","6177","達麗","29.60","29.01","0.580393","權","31.90","26.15","29.00","29.01","除權息資料","110年第3季","16.04","1.82",
"110年08月24日","6605","帝寶","56.50","55.10","1.400000","息","60.60","49.60","55.10","55.10","除權息資料","110年第3季","83.23","4.90",
"110年08月24日","9941","裕融","181.50","153.73","27.760869","權息","169.00","138.50","153.50","153.73","除權息資料","110年第3季","43.83","9.43",
"110年08月24日","9941A","裕融甲特","51.70","49.70","2.000000","息","54.60","44.75","49.70","49.70","除權息資料","110年第3季","43.83","9.43",
"110年08月25日","1709","和益","20.60","19.40","1.200000","息","21.30","17.50","19.40","19.40","除權息資料","110年第3季","15.67","1.71",
"110年08月25日","1726","永記","76.00","72.50","3.500000","息","79.70","65.30","72.50","72.50","除權息資料","110年第3季","55.71","4.38",
"110年08月25日","1776","展宇","20.45","19.44","1.000166","息","21.35","17.50","19.45","19.44","除權息資料","110年第3季","15.03","2.19",
"110年08月25日","2033","佳大","21.70","21.40","0.300000","息","23.50","19.30","21.40","21.40","除權息資料","110年第3季","12.79","0.13",
"110年08月25日","2038","海光","42.90","42.40","0.500000","息","46.60","38.20","42.40","42.40","除權息資料","110年第3季","18.83","1.80",
"110年08月25日","2103","台橡","31.50","31.14","0.360000","息","34.25","28.05","31.15","31.14","除權息資料","110年第3季","20.92","4.05",
"110年08月25日","2412","中華電","115.50","111.19","4.306000","息","122.00","100.50","111.00","111.19","除權息資料","110年第3季","47.74","3.50",
"110年08月25日","2439","美律","103.50","98.43","5.068069","息","108.00","88.60","98.40","98.43","除權息資料","110年第3季","52.03","2.84",
"110年08月25日","2495","普安","15.85","15.55","0.300000","息","17.10","14.00","15.55","15.55","除權息資料","110年第3季","14.42","0.23",
"110年08月25日","2547","日勝生","10.95","10.33","0.620000","息","11.35","9.30","10.35","10.33","除權息資料","110年第3季","12.19","-0.19",
"110年08月25日","3413","京鼎","215.50","208.51","6.983033","息","229.00","188.00","208.50","208.51","除權息資料","110年第3季","79.51","12.91",
"110年08月25日","5243","乙盛-KY","58.60","56.90","1.700000","息","62.50","51.30","56.90","56.90","除權息資料","110年第3季","34.77","2.16",
"110年08月25日","6108","競國","22.00","21.50","0.500000","息","23.65","19.35","21.50","21.50","除權息資料","110年第3季","21.89","1.21",
"110年08月25日","6183","關貿","51.00","49.19","1.810000","息","54.10","44.30","49.20","49.19","除權息資料","110年第3季","15.10","2.08",
"110年08月25日","6715","嘉基","116.50","114.00","2.500000","息","125.00","103.00","114.00","114.00","除權息資料","110年第3季","28.79","2.19",
"110年08月25日","9927","泰銘","34.80","33.80","1.000000","息","37.15","30.45","33.80","33.80","除權息資料","110年第3季","31.30","2.79",
"110年08月26日","1108","幸福","12.75","12.05","0.700000","息","13.25","10.85","12.05","12.05","除權息資料","110年第3季","11.23","0.42",
"110年08月26日","1225","福懋油","43.95","42.55","1.400000","息","46.80","38.30","42.55","42.55","除權息資料","110年第3季","15.17","1.51",
"110年08月26日","1307","三芳","21.70","21.20","0.500000","息","23.30","19.10","21.20","21.20","除權息資料","110年第3季","19.24","0.24",
"110年08月26日","1321","大洋","34.80","33.80","1.000000","息","37.15","30.45","33.80","33.80","除權息資料","110年第3季","29.93","1.52",
"110年08月26日","1528","恩德","10.75","10.65","0.100000","息","11.70","9.59","10.65","10.65","除權息資料","110年第3季","11.74","1.19",
"110年08月26日","1789","神隆","24.60","24.10","0.500000","息","26.50","21.70","24.10","24.10","除權息資料","110年第3季","13.05","0.24",
"110年08月26日","2014","中鴻","44.10","43.80","0.300000","息","48.15","39.45","43.80","43.80","除權息資料","110年第3季","15.28","3.79",
"110年08月26日","2059","川湖","365.00","358.88","6.120000","息","394.50","323.00","359.00","358.88","除權息資料","110年第3季","125.77","15.20",
"110年08月26日","2106","建大","33.05","32.05","1.000000","息","35.25","28.85","32.05","32.05","除權息資料","110年第3季","21.08","1.46",
"110年08月26日","2114","鑫永銓","157.50","138.63","18.863636","權息","152.00","125.00","138.50","138.63","除權息資料","110年第3季","38.10","10.21",
"110年08月26日","2383","台光電","234.00","227.00","7.000000","息","249.50","204.50","227.00","227.00","除權息資料","110年第3季","54.54","12.03",
"110年08月26日","2428","興勤","212.50","207.00","5.500000","息","227.50","186.50","207.00","207.00","除權息資料","110年第3季","60.39","9.51",
"110年08月26日","2441","超豐","91.00","87.90","3.100000","息","96.60","79.20","87.90","87.90","除權息資料","110年第3季","34.68","6.03",
"110年08月26日","2636","台驊投控","185.00","181.82","3.172696","權","203.50","164.00","185.00","185.00","除權息資料","110年第3季","61.55","22.40",
"110年08月26日","2855","統一證","26.15","23.70","2.448077","權息","26.05","21.35","23.70","23.70","除權息資料","110年第3季","21.28","2.32",
"110年08月26日","2892","第一金","23.05","21.93","1.119307","權息","24.10","19.75","21.95","21.93","除權息資料","110年第2季","17.85","0.85",
"110年08月26日","3014","聯陽","122.00","116.00","6.000000","息","127.50","104.50","116.00","116.00","除權息資料","110年第3季","34.67","8.67",
"110年08月26日","3047","訊舟","10.00","9.71","0.289860","息","10.65","8.74","9.71","9.71","除權息資料","110年第3季","11.02","-0.27",
"110年08月26日","3056","總太","42.20","37.80","4.400000","息","41.55","34.05","37.80","37.80","除權息資料","110年第3季","23.63","3.24",
"110年08月26日","3164","景岳","23.75","23.05","0.699756","息","25.35","20.75","23.05","23.05","除權息資料","110年第3季","15.33","0.80",
"110年08月26日","3312","弘憶股","23.80","21.63","2.163637","權","23.75","19.50","21.65","21.63","除權息資料","110年第3季","13.10","2.51",
"110年08月26日","3419","譁裕","16.65","16.15","0.500000","息","17.75","14.55","16.15","16.15","除權息資料","110年第3季","11.93","-0.12",
"110年08月26日","3533","嘉澤","541.00","525.44","15.557546","權息","580.00","473.00","528.00","527.70","除權息資料","110年第3季","148.07","23.82",
"110年08月26日","3605","宏致","54.20","53.50","0.700000","息","58.80","48.15","53.50","53.50","除權息資料","110年第3季","39.14","3.77",
"110年08月26日","3704","合勤控","26.10","25.60","0.498544","息","28.15","23.05","25.60","25.60","除權息資料","110年第3季","20.33","2.10",
"110年08月26日","4540","全球傳動","50.20","49.40","0.800000","息","54.30","44.50","49.40","49.40","除權息資料","110年第3季","33.73","2.05",
"110年08月26日","5269","祥碩","1,955.00","1,930.99","24.000915","息","2,120.00","1,740.00","1,930.00","1,930.99","除權息資料","110年第3季","218.70","35.94",
"110年08月26日","6205","詮欣","31.55","30.05","1.499709","息","33.05","27.05","30.05","30.05","除權息資料","110年第3季","25.79","1.43",
"110年08月26日","6464","台數科","109.00","101.77","7.229666","權息","111.50","91.60","102.00","101.77","除權息資料","110年第3季","59.20","6.05",
"110年08月26日","9907","統一實","13.90","13.37","0.530000","息","14.70","12.05","13.35","13.37","除權息資料","110年第3季","12.14","0.86",
"110年08月26日","9908","大台北","33.70","32.60","1.100000","息","35.85","29.35","32.60","32.60","除權息資料","110年第3季","23.64","1.30",
"110年08月26日","9930","中聯資源","46.35","44.35","2.000000","息","48.75","39.95","44.35","44.35","除權息資料","110年第3季","22.55","2.13",
"110年08月27日","1589","永冠-KY","66.50","65.00","1.500000","息","71.50","58.50","65.00","65.00","除權息資料","110年第3季","78.34","2.68",
"110年08月27日","1708","東鹼","37.35","33.44","3.909634","權息","36.75","30.10","33.45","33.44","除權息資料","110年第3季","23.02","1.32",
"110年08月27日","2355","敬鵬","30.65","30.15","0.500000","息","33.15","27.15","30.15","30.15","除權息資料","110年第3季","38.36","0.89",
"110年08月27日","2427","三商電","10.65","10.35","0.300000","息","11.35","9.32","10.35","10.35","除權息資料","110年第3季","12.24","0.57",
"110年08月27日","2453","凌群","24.70","23.20","1.500000","息","25.50","20.90","23.20","23.20","除權息資料","110年第3季","18.60","1.31",
"110年08月27日","2642","宅配通","80.80","79.00","1.800000","息","86.90","71.10","79.00","79.00","除權息資料","110年第3季","28.38","2.07",
"110年08月27日","3037","欣興","139.50","138.10","1.392933","息","151.50","124.50","138.00","138.10","除權息資料","110年第3季","37.51","5.60",
"110年08月27日","3052","夆典","11.90","11.10","0.800000","息","12.20","9.99","11.10","11.10","除權息資料","110年第3季","14.96","0.37",
"110年08月27日","3380","明泰","26.95","25.95","1.000000","息","28.50","23.40","25.95","25.95","除權息資料","110年第3季","17.50","0.63",
"110年08月27日","6168","宏齊","27.75","27.05","0.700000","息","29.75","24.35","27.05","27.05","除權息資料","110年第3季","15.73","1.53",
"110年08月27日","6216","居易","26.10","24.61","1.485876","息","27.05","22.15","24.60","24.61","除權息資料","110年第3季","17.21","1.20",
"110年08月27日","6552","易華電","63.80","62.30","1.500000","息","68.50","56.10","62.30","62.30","除權息資料","110年第3季","31.27","3.40",
"110年08月27日","9105","泰金寶-DR","4.44","4.42","0.017430","息","4.86","3.98","4.42","4.42","除權息資料","93年第4季","0.00","4.81",
"110年08月27日","9937","全國","49.35","47.05","2.300000","息","51.70","42.35","47.05","47.05","除權息資料","110年第3季","16.59","1.98",
"110年08月30日","1514","亞力","26.30","24.38","1.919048","權息","26.80","21.95","24.40","24.38","除權息資料","110年第3季","14.77","1.26",
"110年08月30日","1603","華電","27.25","26.75","0.500000","息","29.40","24.10","26.75","26.75","除權息資料","110年第3季","35.66","1.44",
"110年08月30日","1714","和桐","11.35","10.65","0.700000","息","11.70","9.59","10.65","10.65","除權息資料","110年第3季","12.32","0.73",
"110年08月30日","1722","台肥","57.80","55.50","2.300000","息","61.00","49.95","55.50","55.50","除權息資料","110年第3季","53.11","2.34",
"110年08月30日","2013","中鋼構","73.40","70.60","2.800000","息","77.60","63.60","70.60","70.60","除權息資料","110年第3季","24.92","1.46",
"110年08月30日","2105","正新","38.15","36.95","1.200000","息","40.60","33.30","36.95","36.95","除權息資料","110年第3季","24.50","1.34",
"110年08月30日","2211","長榮鋼","53.50","51.40","2.091574","息","56.50","46.30","51.40","51.40","除權息資料","110年第3季","48.60","2.43",
"110年08月30日","2316","楠梓電","29.30","27.80","1.500000","息","30.55","25.05","27.80","27.80","除權息資料","110年第3季","41.24","2.14",
"110年08月30日","2328","廣宇","39.70","39.05","0.650000","息","42.95","35.15","39.05","39.05","除權息資料","110年第3季","22.87","1.33",
"110年08月30日","2484","希華","35.65","34.65","1.000000","息","38.10","31.20","34.65","34.65","除權息資料","110年第3季","22.58","1.84",
"110年08月30日","2492","華新科","189.00","182.98","6.012384","息","201.00","165.00","183.00","182.98","除權息資料","110年第3季","86.89","14.40",
"110年08月30日","2712","遠雄來","38.10","37.40","0.700000","息","41.10","33.70","37.40","37.40","除權息資料","110年第3季","11.36","-0.15",
"110年08月30日","5519","隆大","22.50","20.70","1.800000","息","22.75","18.65","20.70","20.70","除權息資料","110年第3季","19.55","1.33",
